Seq	Voltage	Current	Wire_Feed_Speed
1	36.719310292210274	114.2595559624628	3.482536049439231
2	26.66056305790799	91.79827573052567	3.482536049439231
3	22.85191119249256	117.18928816662851	3.482536049439231
4	21.87533379110399	131.8379491874571	3.482536049439231
5	21.58236057068742	133.79110399023423	3.482536049439231
6	21.484702830548564	135.74425879301137	3.482536049439231
7	21.484702830548564	137.69741359578853	3.482536049439231
8	21.387045090409703	137.69741359578853	3.482536049439231
9	21.387045090409703	138.6739909971771	3.482536049439231
10	21.484702830548564	137.69741359578853	3.482536049439231
11	21.484702830548564	137.69741359578853	3.482536049439231
12	21.387045090409703	139.65056839856567	3.482536049439231
13	21.484702830548564	137.69741359578853	3.482536049439231
14	21.387045090409703	137.69741359578853	3.482536049439231
15	21.484702830548564	138.6739909971771	3.482536049439231
16	21.484702830548564	137.69741359578853	3.482536049439231
17	21.484702830548564	137.69741359578853	3.482536049439231
18	21.387045090409703	136.72083619439996	3.482536049439231
19	21.484702830548564	136.72083619439996	3.482536049439231
20	21.484702830548564	136.72083619439996	3.482536049439231
21	21.484702830548564	133.79110399023423	3.482536049439231
22	21.387045090409703	133.79110399023423	3.482536049439231
